,location,player,object,pos_x,pos_y,pos_z
1823,Bar,191,Pre-War Book,1678.7,2090.512,865.141
1824,Bar,191,Pre-War Book,1679.1,2090.512,865.141
1825,Bar,191,Pre-War Book,1680.5,2090.445,865.311
1826,Bar,191,Pre-War Book,1681.1,2090.318,865.471
1827,Bar,191,Pre-War Book,1681.5,2090.318,865.471
1828,Bar,191,Pre-War Book,1682.1,2090.318,865.471
1829,Bar,191,Pre-War Book,1682.5,2090.318,865.471
1830,Bar,191,Pre-War Book,1682.9,2090.318,865.471
1831,Bar,191,Pre-War Book,1683.3,2090.318,865.471
1832,Bar,191,Pre-War Book,1683.7,2090.318,865.471
1833,Bar,191,Pre-War Book,1684.1,2090.318,865.471
1834,Bar,191,Pre-War Book,1684.5,2090.318,865.471
1835,Bar,191,Pre-War Book,1685.1,2090.318,865.471
1836,Bar,191,Pre-War Book,1685.5,2090.318,865.471
1837,Bar,191,Pre-War Book,1685.9,2090.318,865.471
1838,Bar,191,Pre-War Book,1686.3,2090.318,865.471
1839,Bar,191,Pre-War Book,1686.7,2090.318,865.471
1840,Bar,191,Pre-War Book,1687.3,2090.318,865.471
1841,Bar,191,Pre-War Book,1687.7,2090.318,865.471
1842,Bar,191,Pre-War Book,1691.7,2090.046,865.536
1843,Bar,191,Pre-War Book,1692.1,2090.046,865.536
1844,Bar,191,Pre-War Book,1699.5,2089.730,865.650
1845,Bar,191,Pre-War Book,1702.3,2089.730,865.650
1846,Bar,191,Pre-War Book,1705.9,2089.569,865.785
1847,Bar,191,Pre-War Book,1706.9,2089.569,865.785
1848,Bar,191,Pre-War Book,1707.9,2089.569,865.785
1849,Bar,191,Pre-War Book,1708.9,2089.569,865.785
1850,Bar,191,Pre-War Book,1709.7,2089.569,865.785
1851,Bar,191,Pre-War Book,1711.7,2089.569,865.785
1852,Bar,191,Pre-War Book,1714.5,2089.386,865.898
1853,Bar,191,Pre-War Book,1724.3,2004.258,919.292
1854,Bar,191,Pre-War Book,1726.1,2004.258,919.292
1855,Bar,191,Pre-War Book,1726.7,2004.258,919.292
1856,Bar,191,Pre-War Book,1727.1,2004.258,919.292
1857,Bar,191,Pre-War Book,1728.1,2004.258,919.292
1858,Bar,191,Pre-War Book,1728.7,2004.258,919.292
1859,Bar,191,Pre-War Book,1730.3,2004.258,919.292
1860,Bar,191,Pre-War Book,1730.9,2004.258,919.292
1861,Bar,191,Pre-War Book,1731.5,2004.258,919.292
1862,Bar,191,Pre-War Book,1732.9,2004.258,919.292
1863,Bar,191,Pre-War Book,1733.7,2004.258,919.292
1864,Bar,191,Pre-War Book,1735.1,2004.258,919.292
1865,Bar,191,Pre-War Book,1742.3,1966.545,959.835
1866,Bar,191,Pre-War Book,1742.7,1966.545,959.835
1867,Bar,191,Pre-War Book,1744.1,1966.545,959.835
1868,Bar,191,Pre-War Book,1744.7,1966.545,959.835
1869,Bar,191,Pre-War Book,1747.1,1966.413,959.772
1870,Bar,191,Pre-War Book,1747.7,1966.413,959.772
1871,Bar,191,Pre-War Book,1747.9,1966.413,959.772
1872,Bar,191,Pre-War Book,1748.3,1966.413,959.772
1873,Bar,191,Pre-War Book,1748.7,1966.413,959.772
1874,Bar,191,Pre-War Book,1748.9,1966.413,959.772
1875,Bar,191,Pre-War Book,1749.7,1966.413,959.772
1876,Bar,191,Pre-War Book,1750.1,1966.413,959.772
1877,Bar,191,Pre-War Book,1753.5,1966.413,959.772
1878,Bar,191,Pre-War Book,1763.7,1974.080,949.968
1879,Bar,191,InstaMash,1807.5,2340.209,885.640
1880,Bar,191,Dandy Boy Apples,1808.5,2340.209,885.640
1881,Bar,191,Dandy Boy Apples,1809.1,2340.209,885.640
1882,Bar,191,InstaMash,1810.1,2340.209,885.640
1883,Bar,191,Tin Can,1811.7,2340.248,885.546
1884,Bar,191,Tin Can,1812.3,2340.248,885.546
1885,Bar,191,Tin Can,1812.9,2340.248,885.546
1886,Bar,191,Toaster,1813.7,2340.248,885.546
1887,Bar,191,Flour,1814.9,2340.248,885.546
1888,Bar,191,Flour,1815.5,2340.248,885.546
1889,Bar,191,Buffalo Gourd Seed,1820.7,2340.286,885.454
1890,Bar,191,Buffalo Gourd Seed,1822.1,2340.286,885.454
1891,Bar,191,Pot,1904.7,2309.223,870.313
1892,Bar,191,Pressure Cooker,1906.1,2309.223,870.313
1893,Bar,191,Ashtray,1972.1,1818.742,838.605
1894,Bar,191,Empty Sunset Sarsaparilla Bottle,1973.1,1818.742,838.605
1895,Bar,191,Empty Sunset Sarsaparilla Bottle,1974.9,1808.518,834.740
1896,Bar,191,Ashtray,2028.8,1563.037,933.447
1897,Bar,191,Chessboard,2029.6,1563.037,933.447
1898,Bar,191,Pack of Cigarettes,2035.2,1563.238,933.099
1899,Bar,191,Ashtray,2058.6,1337.582,984.913
1900,Bar,191,Empty Whiskey Bottle,2063.4,1266.955,814.994
1901,Bar,191,Ashtray,2064.8,1266.748,798.311
1902,Bar,191,Dinner Plate,2065.2,1266.806,795.001
1903,Bar,191,Shot glass,2066.0,1266.806,795.001
